title,link,address,description,village,subdistrict,city,bedrooms,bathrooms,building_size,land_size,car_spaces,floors_total,maidrooms,price
"(A)R1952 Rumah Di Kosambi, Jakarta Barat",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/a-r1952-rumah-di-kosambi-jakarta-barat-170815252230/,"Cengkareng, Jakarta Barat","DIJUAL R1952  Rumah Di Duri Kosambi, Jakarta Barat  Spesifikasi : Luas Tanah 90m Luas Bangunan 78m KT 2+2 KM 2 Carpot 1 Mobil 1,5 Lantai  JUAL 1,5M",DURI KOSAMBI,CENGKARENG,JAKARTA BARAT,4,2,78,90,0,1,0,1500000000
Rumah Kedoya Baru daerah jakarta barat,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/rumah-kedoya-baru-daerah-jakarta-barat-171810172446/,"Kedoya, Jakarta Barat",Luas Tanah: 200 m² Lebar x Panjang: 10 x 20 Luas Bangunan: 160 m² Jumlah Lantai: 1 Kondisi Properti: Bagus Kamar Tidur: 2 Kamar Mandi:2 Kamar Pembantu:1 KM Pembantu:1 Garasi / Carport:-/1 mobil Daya Listrik: 5.500W Hadap:Barat Status Kepemilikan: SHM Rumah siap huni Area Jakarta Barat DISEWA 170 juta/tahun.,KEDOYA SELATAN,KEBON JERUK,JAKARTA BARAT,2,2,160,200,0,1,0,6500000000
"Kos Di Tanjung Duren Utara, Jakarta Barat",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/kos-di-tanjung-duren-utara-jakarta-barat-171827251720/,"Grogol Petamburan, Jakarta Barat","DIJUAL  Kos Di Tanjung Duren Utara, Jakarta Barat  Spesifikasi : Luas Tanah 150m Luas Bangunan 480m KT 30  KM 30 4 Lantai Listrik Token Per Kamar  JUAL 7M ( nego )",TANJUNG DUREN UTARA,GROGOL PETAMBURAN,JAKARTA BARAT,30,30,480,150,0,1,0,7000000000
Dijual Rumah Green Court Cengkareng Jakarta Barat,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-rumah-green-court-cengkareng-jakarta-barat-17188555312/,"Cengkareng, Jakarta Barat",Dijual Rumah Green Court Cengkareng Jakarta Barat LT 6x12m 2 lantai 3 KT 2 KM SHM Harga 1.55m nego tipis,KAPUK,CENGKARENG,JAKARTA BARAT,3,2,120,72,0,1,0,1550000000
"Dijual Rumah Mewah Tanjung Duren, Jakarta Barat",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-rumah-mewah-tanjung-duren-jakarta-barat-170427419597/,"Tanjung Duren, Jakarta Barat","DIJUAL RUMAH MEWAH TANJUNG DUREN, JAKARTA BARAT   Lokasi : Tanjung Duren - Jakarta Barat  Spec :  Luas Tanah 300 m²   Luas Bangunan 834 m²  Dimensi 12.5 x 24 m²  SHM  3,5 Lantai  Bentuk Tanah Kotak  KT 4+1 | KM 6  Air PAM dan Artesis  Semi Furnished  Hadap Timur  Lantai Full Marmer  AC 10  Ada Ruangan Kantor, Pos Satpam  Carport 1 Mobil | Garasi 3 Mobil  Akses Jalan 3 mobil  Price 13,5 Milyar - Negotiable  Terima Titip Jual Beli Properti Dan Menyediakan Lahan Industri Seluruh Indonesia Untuk Perusahaan Lokal Asing ( Only Buyer Valid )  Hubungi : Maryana  HH - H192 - KJefha Century 21 Zawa Group",TANJUNG DUREN SELATAN,GROGOL PETAMBURAN,JAKARTA BARAT,4,6,834,300,0,1,0,13500000000
"Dijual Rumah 2 lantai Cengkareng, Jakarta Barat",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-rumah-2-lantai-cengkareng-jakarta-barat-171887240551/,"Cengkareng, Jakarta Barat","Dijual Rumah 2 lantai Cengkareng, Jakarta Barat   Alamat: Jalan Pepaya V, Cengkareng, Jakarta Barat Lantai: 2 Luas tanah: 150 m2 Luas rumah: 300 m2 Kamar tidur: 4 Kamar mandi: 3 + 1 kamar mandi kering Kamar pembantu: 1 Dapur bersih: 1 Dapur kotor: 1 Kondisi: semi furnished Listrik: 7000 watt Air: PAM Sertifikat: Hak milik Garasi: 2 + 1 depan rumah Fasilitas: tanaman   Offering Price: 4.5M NEGO SAMPAI DEAL  Hubungi: WA / Call  Ami () Rindu () Haikal () Rifa () Yasir   Email:",CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT,4,3,300,150,3,1,0,4500000000
RUMAH TERMURAH SEJAGAT RAYA JAKARTA BARAT,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/rumah-termurah-sejagat-raya-jakarta-barat-169751696816/,"Puri Indah, Jakarta Barat","RUMAH TERMURAH SEJAGAT RAYA JAKARTA BARAT  DI PERUMAHAN BOJONG INDAH RAWA BUAYA JAKARTA BARAT dekat kawasan PURI INDAH  3KT 2KM 2 Carport Luas 120m² (8×15)  Hadap Barat Daya Tingkat cm utk jemuran dan cuci pakaian  Luas Bangunan 100m² Listrik 5500W Telephone (no.cantik) SHM  HARGA 1,275M NETT KPR 1,2M NETT CASH   SELLING POINT DEKAT TOLL DEKAT KAWASAN ELIT PURI INDAH DEKAT SEKOLAH NATIONAL DAN INTERNATIONAL DEKAT GEREJA DEKAT RUMAH SAKIT Charles_ez",RAWA BUAYA,CENGKARENG,JAKARTA BARAT,3,2,100,120,0,1,0,1200000000
Sawah Besar Jakarta Pusat,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/sawah-besar-jakarta-pusat-169613787995/,"Sawah Besar, Jakarta Pusat","Dijual rumah lokasi strategis jln Lautze Jakarta PusatKartini, Jakarta Pusat
3 KM ke mangga dua square3.5 KM ke JI Expo Kemayoran3 KM ke monas3 KM ke mangga Besar
peruntukan bisa untuk hotel, resto, cafe,kos2an dllbisa dibangun sampe 4 lantai
Luas tanah 365 m2Lokasi strategis dan pusat kotaHadap tenggara1 lantaiLuas bangunan 11,5 x 31,8Sertifikat hak milik
Kamar tidur 3Kamar mandi 2
luas tanah 365luas bangunan 300carport 1
10M nego sampai deal
hubCogahson",KARANG ANYAR,SAWAH BESAR,JAKARTA PUSAT,3,2,300,365,1,1,0,10000000000
Di jual rumah jakarta Cempaka Putih Jakarta Pusat,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/di-jual-rumah-jakarta-cempaka-putih-jakarta-pusat-171870941347/,"Cempaka Putih, Jakarta Pusat",Rumàh 2 lantai lebar 20m pinggir Jalan Bisa wisma Atau Kantor,CEMPAKA PUTIH TIMUR,CEMPAKA PUTIH,JAKARTA PUSAT,5,3,650,500,1,1,0,35000000000
rumah 2 lantai jakarta pusat,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-2-lantai-jakarta-pusat-171091761743/,"Gunung Sahari, Jakarta Pusat",11. Dijual rumah 2 lantai jakarta pusat,GUNUNG SAHARI UTARA,SAWAH BESAR,JAKARTA PUSAT,8,3,280,185,1,1,0,5000000000
RUMAH 2 LANTAI JAKARTA PUSAT,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-2-lantai-jakarta-pusat-171680021091/,"Tanah Abang, Jakarta Pusat",11.DIJUA+J60L RUMAH 2 LANTAI JAKARTA PUSAT,GELORA,TANAH ABANG,JAKARTA PUSAT,7,3,280,185,1,1,0,5000000000
Cluster Exclusive Rawasari Jakarta Pusat,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/cluster-exclusive-rawasari-jakarta-pusat-171500629037/,"Rawa Sari, Jakarta Pusat","CLUSTER EXCLUSIVE RAWASARI JAKARTA PUSAT Hadir untuk anda townhouse berkonsep minimalis dengan lokasi strategis di Rawasari, Percetakan negara jakarta Pusat Harga Start 900 jutaan Bangunan 3 Lantai 3 Kamar Tidur Carport 1 Mobil 2 Kamar Mandi Bisa Custom sesuai request Lokasi yang super strategis terletak di pusat kota jakarta Dekat ke pinto toll Dekat ke Mall Mall Besar Dekat ke Rumah sakit besar Dekat Ke Universitas Besar Dekat Ke stasiun Kereta Api Serta dekat dengan fasiltas umum lainnya di pusat jakarta Spesifikasi Teknis Struktur : Beton Bertulang Rangka Atap : Baja Ringan Pondasi : Cakar Ayam (kuat untuk 3 lantai) Plafond : Hollow Gypsum Genteng : Metal Multiroof Dinding : Doubel Hebel diplester, diaci dan dicat Jendela : Alumunium Powder Coating Pintu : Engineering Door Lantai : Granite 60 × 60 Sanitari : Closset Duduk (American Standard) Listrik 2200 Watt Air PDAM Segera di survey lokasinya, Hubungi :.",RAWASARI,CEMPAKA PUTIH,JAKARTA PUSAT,3,2,71,25,0,1,0,900000000
Rumah murah daerah jakarta  pusat,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-murah-daerah-jakarta-pusat-169062294645/,"Cempaka Putih, Jakarta Pusat",Di jual rumah baru di Cempaka Putih jakarta pusat jalan 2 mobilLT /LB. 150/250Bangunan terdiri dari 2 lantaiKmr tidur 4 + 1Kmr mandi 4 +1Kitchen Set + exhaust KomporCCTV + InternetPAM dan Air tanahSHMHarga penawaran 5.5MRumah kondisi baruhrn,RAWASARI,CEMPAKA PUTIH,JAKARTA PUSAT,5,5,250,150,0,1,0,5500000000
Rumah murah daerah jakarta pusat,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-murah-daerah-jakarta-pusat-169062291126/,"Sawah Besar, Jakarta Pusat","Dijual cepat rumah di sawah besar kota Jakarta pusatSpec : - LT : 119 M2 - L7x17 - LB : 98 M2- KT : 3/ -KM : 2- Surat SHM- Hadap utara- anti Banjir- Rumah posisi dari jln besar, - Listrik 2200 Watt- Air pam, dan air tanah pake jetpamHarga 1.35 M negoani",MANGGA DUA SELATAN,SAWAH BESAR,JAKARTA PUSAT,3,2,98,119,0,1,0,1350000000
Rumah dijual di jakarta timur,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-dijual-di-jakarta-timur-172240966479/,"Ciracas, Jakarta Timur","Mau beli Rumah ? Cek : Legalitas  Lokasi Lokasi  Lokasi  Harga Design Townhouse di Penganten Ali Jakarta Timur, lingkungan Asri Dengan kemudahan akses Transportasi Legalitas .Aman.Lahan milik Sendiri .SHM Lokasi Strategis Banget .ke jalan raya cukup jalan kaki cuma 60 langkah .ke Stasiun LRT cuma 500 meter.ke Terminal Kampung Rambutan cuma 1.4 km.ke Tol JORR cuma 2 KMan .Banyak Pilihan akses pintu Tol Design .Rumah 2.5lt.Type 93/49 160/64.Bisa Custom  Harga .Worthit banget untuk perumahan dgn lokasi sangat strategis ini, harga mulai 800jtanJarang ada.Pembayaran FlexibleCash, bertahap atau kredit langsung ke Developer .Cicilan Flat tenor hingga 120bln  Fasilitas .Cluster .Fasum .Pos Scurity Yuk Buruan Survey sebelum kehabisanTotal 28 unit Terjual 14 unit Available 13 unit indent1 unit readystock Info lengkap hubungi :.",CIRACAS,CIRACAS,JAKARTA TIMUR,3,2,93,49,0,1,0,985000000
Dijual Rumah di Jakarta Pusat,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-rumah-di-jakarta-pusat-171992904488/,"Gunung Sahari, Jakarta Pusat","Di Jual : Rumah.Rajawali SelatanJak - Pus
LB : 800 M2LT : 438 M2Uk : 14.5 X 30Hadap : Timur.Surat : SHM.
Bangunan : 3 Lt( Split Level )Ada basement( 4 Lt )
- K tdr : 3 + Km dlm- K tdr : 1 , Km luar- 1 K pembantu- 1 K sopir- 1 km sopir + bibiPLN : 7.700Air : PAM + A ir tanah.
Garasi dlm : 2 mblGarasi teras : 2 mblFull furnish.
Harga : 16 M / nego.
12",GUNUNG SAHARI UTARA,SAWAH BESAR,JAKARTA PUSAT,4,4,800,438,4,3,1,16000000000
Rumah Jalan Martapura Jakarta Pusat,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-jalan-martapura-jakarta-pusat-170099102041/,"Tanah Abang, Jakarta Pusat","Rumah : jl.Martapura sudirman.jkt pusat LT : 868 M2 , LB : 873 M2 , LEBAR DEPAN 13 M , KDB : 55 % , KLB : 6,8 BISA DIBANGUN 12 LANTAI.",KEBON MELATI,TANAH ABANG,JAKARTA PUSAT,5,4,873,868,0,1,0,60000000000
Rumah Cempaka Putih Jakarta Pusat,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-cempaka-putih-jakarta-pusat-169692780536/,"Cempaka Putih, Jakarta Pusat",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-mewah-di-jakarta-pusat-169574992480/,CEMPAKA PUTIH TIMUR,CEMPAKA PUTIH,JAKARTA PUSAT,5,3,513,644,5,2,1,13500000000
Rumah mewah di Jakarta Pusat,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-mewah-di-jakarta-pusat-169574992480/,"Tanah Abang, Jakarta Pusat","Lantai marmer, kitchen set, balkon atas luas,",BENDUNGAN HILIR,TANAH ABANG,JAKARTA PUSAT,6,2,400,100,0,1,0,9000000000
Rumah murah daerah jakarta pusat,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-murah-daerah-jakarta-pusat-16906229202/,"Cempaka Putih, Jakarta Pusat","DIJUAL CEPAT RUMAH HOOK Strategis di Cempaka Putih Barat Jakpus.Cocok buat kontrakan.Spek :LT. 216 M2LB. 216 M2KT. 6KM. 3Listrik. 2 token, 2 KWH.Air Pam Deras.Parkir 2 mobil.Tempat Strategis :- Dekat Sekolah SD, SMP, SMA, Kampus.- Dekat RS, Mal, Apartemen, Pasar, dll.Harga : 4,5 M (Nego).",CEMPAKA PUTIH BARAT,CEMPAKA PUTIH,JAKARTA PUSAT,6,3,216,216,0,1,0,4500000000
"Rumah Siap Huni, Rawasari Jakarta Pusat",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-siap-huni-rawasari-jakarta-pusat-169625236191/,"Cempaka Putih, Jakarta Pusat",Rumah Siap Huni Lokasi Strategis Percetakan Negara  Jakarta Pusat,RAWASARI,CEMPAKA PUTIH,JAKARTA PUSAT,3,2,250,177,0,2,0,3450000000
Dijual Rumah area strategis Jakarta Pusat,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-rumah-area-strategis-jakarta-pusat-171714803644/,"Gunung Sahari, Jakarta Pusat","For Sale ID OL31524.4 - House ex Komplek Bandara at Kemayoran Jakarta Pusat Jl. Merpati , kelurahan Gunung Sahari Selatan,Kemayoran, Jakarta Pusat · Luas Tanah 264m2 · Luas Bangunan 235m2 · Kamar Tidur 4 · Kamar Mandi 3 · Bangunan 2 Lantai · Area Strategis · Jalan 2 mobil · SHGB · Selling Price : IDR Negotiable",GUNUNG SAHARI SELATAN,KEMAYORAN,JAKARTA PUSAT,4,3,235,264,1,1,0,7500000000
rumah jakarta pusat 4 kamar tidur,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-jakarta-pusat-4-kamar-tidur-171990155144/,"Petojo, Jakarta Pusat",For Sale .Rumah petojo at Jakarta Pusat Lt.5x25 2 lantai Kt 4 Km 2 SHM Harga 3M .nego.,PETOJO UTARA,GAMBIR,JAKARTA PUSAT,4,2,220,125,0,1,0,3000000000
"R1992 Rumah Di Sawah Besar, Jakarta Pusat",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/r1992-rumah-di-sawah-besar-jakarta-pusat-169476271897/,"Sawah Besar, Jakarta Pusat","DIJUAL R1992  Rumah Di Sawah Besar, Jakarta Pusat Spesifikasi : Luas Tanah 236 Luas Bangunan 141m  JUAL 5,8M ( nego )",MANGGA DUA SELATAN,SAWAH BESAR,JAKARTA PUSAT,3,2,141,236,0,1,0,5800000000
"Dijual Rumah  di Cempaka Putih, Jakarta pusat.",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-rumah-di-cempaka-putih-jakarta-pusat-170876357762/,"Cempaka Putih, Jakarta Pusat","Dijual Rumah  di Cempaka Putih, Jakarta pusat  Shm LB 125 m2 LT 155 m2 KT 5 KM 4 Listrik 2200 Watt Air Pam dan Artesis Harga 3.5 /M Nego SuzanLay",CEMPAKA PUTIH TIMUR,CEMPAKA PUTIH,JAKARTA PUSAT,5,4,125,155,0,1,0,3500000000
"Jual Cepat Rumah Tanah Abang,Jakarta Pusat",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/jual-cepat-rumah-tanah-abang-jakarta-pusat-171039752262/,"Tanah Abang, Jakarta Pusat","Jual Cepat, Rumah Tanah Abang , Jakarta Pusat , Full Furnish , Bagus , Lokasi strategis .dekat ke Thamrin , Sudirman daerah Bisnis Lt 618m2 , 15x 40m , Kt 5 , Km 4 , listrik 10.500 watt, car port 4 , Hadap Selatan , SHM , Harga 30 M nego",BENDUNGAN HILIR,TANAH ABANG,JAKARTA PUSAT,5,4,450,618,0,1,0,30000000000
"(Y)R1580 Rumah Bendungan Hilir, Jakarta Pusat",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/y-r1580-rumah-bendungan-hilir-jakarta-pusat-169984611035/,"Tanah Abang, Jakarta Pusat","DIJUAL R1580  Rumah di Bendungan Hilir, Jakarta Pusat Spesifikasi : Luas tanah 165m² 2 lantai SHM  JUAL 5.5M",BENDUNGAN HILIR,TANAH ABANG,JAKARTA PUSAT,3,2,165,330,0,1,0,5500000000
"Rumah murah cluster Ragunan, Ampera Jakarta Selatan, DKI Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-murah-cluster-ragunan-ampera-jakarta-selatan-169693027921/,"Ampera, Jakarta Selatan","RM 00169 Rumah murah dalam Cluster Ragunan, Jakarta Selatan Spesifikasi: LT: 134 M LB: 130 M SHM + IMB 2 Lantai KT: 3 + 1 KM: 3 + 1 Carport: 2 Listrik: 5,500 Watt Hadap: Utara Bangunan: 2016 Harga: 2,75 M.",RAGUNAN,PASAR MINGGU,JAKARTA SELATAN,3,3,130,134,1,2,1,2850000000
RUMAH DIJUAL JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-jakarta-selatan-170122936184/,"Kebayoran Baru, Jakarta Selatan",Rumah dijual Jakarta Selatan jln Barito Kebayoran baru,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,4,2,619,775,2,1,0,19000000000
RUMAH DIJUAL JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-jakarta-selatan-170122946584/,"Kebayoran Baru, Jakarta Selatan",Dijual rumah Jakarta Selatan siap huni lokasi strategis,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,3,2,400,558,3,1,0,42000000000
"Simpruk, Jakarta Selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/simpruk-jakarta-selatan-168206278858/,"Permata Hijau, Jakarta Selatan","Simpruk, Jakarta Selatan",GROGOL SELATAN,KEBAYORAN LAMA,JAKARTA SELATAN,5,4,350,250,4,1,0,6600000000
DIJUAL RUMAH JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-jakarta-selatan-169500645665/,"Pondok Indah, Jakarta Selatan",Di jual rumah Jakarta Selatan PONDOK INDAH terawat siap huni,PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,4,4,650,402,4,1,0,22000000000
DIJUAL RUMAH JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-jakarta-selatan-169500645833/,"Kebayoran Baru, Jakarta Selatan",Dijual rumah Jakarta Selatan jln Wijaya terawat siap huni lokasi strategis,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,14,6,1500,806,8,1,0,75000000000
RUMAH DIJUAL JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-jakarta-selatan-169500644545/,"Kebayoran Baru, Jakarta Selatan",Rumah dijual Jakarta Selatan siap huni lokasi strategis dekat ke CBD,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,4,3,500,2190,2,1,0,67000000000
RUMAH DIJUAL JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-jakarta-selatan-170122941311/,"Kemang, Jakarta Selatan",Dijual rumah Jakarta Selatan siap huni lokasi strategis dekat dengan pusat perbelanjaan,BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,4,4,500,425,3,1,0,16000000000
DIJUAL RUMAH JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-jakarta-selatan-169500643532/,"Kebayoran Baru, Jakarta Selatan",Di jual rumah Jakarta Selatan siap huni lokasi strategis,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,5,4,550,672,6,1,0,60000000000
rumah cilandak jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-cilandak-jakarta-selatan-170549173245/,"Cilandak, Jakarta Selatan","Listing 538 Cilandak, Jakarta Selatan RUMAH CILANDAK | BRAND NEW HUNIAN CLUSTER MODERN CLASSIC JAKARTA SELATAN SPESIFIKASI : LUAS TANAH 72 .80 M² LUAS BANGUNAN 120 M² 3+1 KAMAR TIDUR 3+1 KAMAR MANDI RUANG TAMU RUANG KELUARGA TAMAN DEPAN + VOID CARPORT DAPUR BERSIH AREA SERVICE LISTRIK 2.200WATT LEGALITAS : HAK MILIK / IMB / PBB HADAP : TIMUR & BARAT HARGA IDR 2.4 MILYAR DETAIL INFO : Nama Marketing Jasmana Tlpn / Wa : jasmana jasmanaproperty..",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,4,4,72,120,0,1,0,2400000000
"Rumah Baru Di Cilandak, Jakarta Selatan, Dki Jakarta, Cilandak",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-baru-di-cilandak-jakarta-selatan-dki-jakarta-170842587150/,"Cilandak, Jakarta Selatan","Brand New Modern Design Townhouse 11 Unit Design By @Atelier_RiriFor Sale
Brand New Modern Design Townhouse 11 Unit Design By @Atelier_Riri Cilandak, Jakarta Selatan
Luas Tanah : 144 - 250 M2Luas Bangunan: 280 - 300 M2Bed Room: 3 + 1Bath Room : 3 + 1Listrik: 4400 WCarport: 2Sertifikat: Shm
Price Start From :  4,5 M
Akses :2 Km Ke Citos1 Km One Bell Park Mall2 Km Cbd Simatupang
More Info &
Schedule Visit:
Richwell Property",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,3,3,280,144,2,2,1,4800000000
Rumah Setiabudi Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-setiabudi-jakarta-selatan-171723491945/,"SetiaBudi, Jakarta Selatan",Dijual Rumah Klasik Modern Setiabudi Jakarta Selatan 2LT 6KT 4KM 10600W SHM Full Marmer Perbatasan Sudirman & Kuningan.,PASAR MANGGIS,SETIA BUDI,JAKARTA SELATAN,6,4,274,165,0,1,0,12000000000
rumah kemang jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-kemang-jakarta-selatan-170560012831/,"Kemang, Jakarta Selatan","Listing 640 Kemang, Jakarta Selatan HIUNIAN MEWAH MODERN MINIMALIS 3 LANTAI AREA KEMANG JAKARTA SELATAN SPESIFIKASI : LUAS TANAH 161 M² LUAS BANGUNAN 310 M² 4+1 KAMAR TIDUR 4+1 KAMAR MANDI RUANG TAMU RUANG KELUARGA DAPUR AREA SERVICE 2 CARPORT TAMAN KOLAM RENANG ( KAV.5) HARGA IDR.8.764 MILYAR NOTE: TERSEDIA 5 UNITS LEGALITAS : SERTIFIKAT HAK MILIK IMB PBB SELLING POINT : LOKASI STRATEGIS LINKUNGAN ELIT ASRI DAN NYAMAN & BEBAS BANJIR ROW JALAN 8 M² DEKAT DENGAN PUSAT BISNIS KEMANG DETAIL INFORMASI :.",CIPETE SELATAN,CILANDAK,JAKARTA SELATAN,5,5,310,161,0,1,0,8764000000
rumah jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-jakarta-selatan-17035634299/,"Cilandak, Jakarta Selatan","MBV235 Cilandak kko Ragunan Jakarta Selatan FOR SALE BRAND NEW RUMAH BARU MEWAH TERMURAH DALAM CLUSTER CILANDAK RAGUNAN JAKARTA SELATAN Unit Ready Stock Berada di lokasi STRATEGIS di apit antara Jl.TB Simatupang Jl.Cilandak kko Jl.Ragunan One gate Sistem Security 24 jam Tempat parkir tamu Row jalan 2 mobil Lingkungan aman Bebas banjir Spesifikasi : Luas tanah 72 m² Luas bangunan 140 m² Kamar tidur 3 Kamar mandi 3 Service area Balcony Taman Carport Listrik 2200 watt Hadap Selatan SHM, IMB, PBB HARGA 2.4 NEGO LANGSUNG OWNER CASH KPR Proses kami bantu sampai akad Selling Point : 300 meter ke Transmart Cilandak kko 200 metee ke Halte busway & Obyek wisata Ragunan 4 menit Tol Jorr TB Simatupang Dekat Perkantoran TB Simatupang Dekat Mall: Citos, Pejaten Village, Aeon Info detail & survey hub: Marketing MBV Realty Tlpn / Wa :.",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,3,3,140,72,0,1,0,2400000000
DIJUAL RUMAH JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-jakarta-selatan-17012294656/,"Cilandak, Jakarta Selatan","Dijual Cepat : Rumah Cluster Siap Huni di Terogong Residence, Cilandak, Jakarta Selatan.  Luas tanah : 147m Luas bangunan 230m - 3 kamar tidur - 4 kamar mandi - 2 kamar pembantu + kamar mandi - 2 carpot mobil - Sertifikat : SHM  Harga : 4,3M (Nego Sampai Deal)",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,3,4,230,147,2,1,0,4300000000
RUMAH DIJUAL JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-jakarta-selatan-169500644533/,"Pejaten, Jakarta Selatan","Dijual Cepat : Luxury Resort House di Pejaten, Jakarta Selatan  Luas Tanah : 1.592m Luas Bangunan : 938m 4KT + 4KM 2 kamar pembantu + kamar mandi Kolam Renang Carpot : 8 mobil Taman depan belakang CCTV Gym Listrik : 33.000 watt",PEJATEN BARAT,PASAR MINGGU,JAKARTA SELATAN,4,4,938,1592,8,1,0,40000000000
RUMAH DIJUAL JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-jakarta-selatan-16777274894/,"Pondok Indah, Jakarta Selatan","Dijual Cepat : Rumah 2 Lt. di Bukit Golf Pondok Indah, Jakarta Selatan  Luas Tanah : 4005m Luas Bangunan : 1700m 9KT + 8KM Teras besar view pool Ada pavilion Teras samping Interior Jati Kolam Renang dewasa + anak Parkir bisa 14 mobil SHM",PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,9,8,1700,4005,14,1,0,2.40E+11
JUAL RUMAH JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-rumah-jakarta-selatan-170122944438/,"Kebayoran Baru, Jakarta Selatan","Dijual Cepat : Rumah Baru 3 Lantai Mewah di jalan Lamandau, Kebayoran Baru, Jakarta Selatan  Luas Tanah : 260m Luas Bangunan : 650m 4 KT + 5 KM 2 KT pembantu + kamar mandi Full AC Kitchen Set Taman Depan Belakang Garasi : 6 mobil Hadap : Utara  Harga : 21 M (Nego Sampai Deal)",KRAMAT PELA,KEBAYORAN BARU,JAKARTA SELATAN,4,5,650,260,6,1,0,21000000000
