title,link,address,price,description,bedrooms,bathrooms,building_size,land_size,car_spaces,floors_total,maidrooms
Dijual Rumah Cantik Puri Mansion Jakarta Barat,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-rumah-cantik-puri-mansion-jakarta-barat-170620580069/,Jakarta Barat,9900000000,"FOR SALE  Rumah CANTIK Puri Mansion Jakarta Barat Lt 200 (10x20), Lb 470 KT 4+1, KM 4+1, 3,5lt SHM, Badan, Utara,  FF CANTIK Harga 9,9M nego",4,4,470,200,0,1,0
Dijual Rumah Keboyoran Baru Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-keboyoran-baru-jakarta-selatan-17198072985/,"Kebayoran Baru, Jakarta Selatan",18000000000,Jual Rumah Kebayoran Baru Jakarta Selatan  Lt 350m2 Lb 700m2 5 kamar tidur 5 kamar mandi 3 lantai 1 basement 1 garasi mobil 5 carport SHM Lengkap mlfl.duton  Jual 18 m nego,5,5,700,350,0,1,0
Dijual Rumah Daerah Pluit Sakti Jakarta Utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-rumah-daerah-pluit-sakti-jakarta-utara-17020271584/,"Pluit, Jakarta Utara",13250000000,"Dijual rumah daerah Pluit Sakti Jakarta Utara SHM LT : 516 m² Hook LB : 350 m²  1 lantai KT : 5 +1 KM : 2+ 1 PLN : 10,000 Watt PAM Hadap : Utara Barat.  Dijual :  RN",5,2,350,615,0,1,0
Dijual Rumah Strategis didaerah Penjaringan Jakarta Utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-rumah-strategis-didaerah-penjaringan-jakart-172180795090/,"Pluit, Jakarta Utara",9500000000,"Dijual Rumah Strategis didaerah Penjaringan Jakarta Utara Luas bangunan : 300 M2 Luas Tanah : 12 x 25 Surat : SHM Kamar tidur : 5 + 1 Kamar mandi : 2 + 1 Dekat dengan sekolah Permai Dekat keluar tol airport Dekat dengan minimarket, pusat bisnis Daerah ramai",6,3,300,0,1,1,0
Rumah Mewah Asri Veteran Bintaro Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-asri-veteran-bintaro-jakarta-selatan-171766768990/,"Bintaro, Jakarta Selatan",6000000000,"Rumah Mewah, Asri, Strategis Di Jual Di Kawasan Veteran Bintaro Jakarta Selatan.Lt.300 meter Lb.450 meter Kt.5 Km.4 Lantai 2 Fas.Ac, Carport, Garasi, Garden, Water Heater, Refrigerator, Stove, Swimming Pool.SHM, Harga 6 Milyar.",5,4,450,300,0,1,0
Dijual rumah Perumnas klender Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-perumnas-klender-jakarta-timur-171341425431/,"Klender, Jakarta Timur",1100000000,"Dijual Rumah Perumnas klender jakarta timur Lt.120 Lb.29 Kt.3 Km.2 Listrik 2200 AIR TANAH ATAU JET PUMP 1 lantai Akses/fasilitas Jalan Akses 1 mobil Toll bintara Halte busway Stasiun klender Rumah sakit Islam Pasar Sekolah TK,SD,SMP,dan SMA Negeri dan Swasta Terminal pulo gebang Pusat kuliner (mc donald,Dunkin,pizza hut dll).",3,2,129,120,0,1,0
Jual cepat Rumah Duren sawit Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/jual-cepat-rumah-duren-sawit-jakarta-timur-171301760127/,"Duren Sawit, Jakarta Timur",1500000000,Jual Cepat rumah Duren sawit Jakarta Timur Lt.90 Lb.120 Kt.3 Km.2 Listrik 2200 Air jet Pump Akses/fasilitas Jalan lebar 2 mobil Dekat bkt Dekat R.s Duten sawit DKT mc dknald Dekat tol Jatiwaringin Dekat sekolah strada Dekat Sekolah Internasional Kinderfield.,3,2,120,90,0,1,0
Rumah hitung tanah di jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-hitung-tanah-di-jakarta-selatan-169744403756/,"Kebayoran Baru, Jakarta Selatan",11000000000,"Rumah hitung tanah di jakarta selatan, rumah dalam perumahan dengan keamanan 24 jam, lingkungan aman dan bersih, bebas banjir     Spesifikasi :  Lt 207, lb 185, 1 lantai, 4+1kt, 2km, air jetpump, SHM",4,2,185,207,2,1,0
"Dijual Rumah Bagus di
Rawamangun Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-bagus-di-rawamangun-jakarta-timur-171297028835/,"Rawamangun, Jakarta Timur",2900000000,"Dijual Rumah Bagus di Rawamangun Jakarta Timur LT 129 LB 250 KT 5+1 Kamar Mandi : 3 Lantai : 2 lantai Listrik 5500 Air : Jetpump/PAM SHM Carpot 2 Jalan besar Bebas banjir Dkt ke jalan pemuda Dkt ke Arion mall Banyak aneka BANK disekitarnya.Tanpa renov hrg 2,9M nepis Tnn.",6,3,250,129,0,1,0
"Rumah Di Cawang Otista, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-di-cawang-otista-jakarta-timur-169692690376/,"Cawang, Jakarta Timur",2250000000,"Jalan Dilalui 1 mobil Tidak Banjir Dekat tempat ibadah dilalui angkutan umum dekat halte trans Jakarta dekat LRT Cawang Dekat perkantoran cocok dijadikan rumah tinggal atau kost2an sangat strategis dekat rumah sakit PON, RS mitra keluarga Dekat PGC , Jatinegara Bandara Halim.",4,2,120,133,0,1,0
"Rumah Di Kebon Jeruk, Jakarta Barat",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/rumah-di-kebon-jeruk-jakarta-barat-172085628281/,"Kebon Jeruk, Jakarta Barat",3500000000,"DIJUAL  Rumah Di Kebon Jeruk, Jakarta Barat  Spesifikasi : Luas Tanah 70m Luas Bangunan 70m KT 1 KM 2 Jalan Depan 2 Mobil  JUAL 3.5M",1,2,70,70,0,1,0
"(A)R2014 Rumah Di Setiabudi, Jakarta Selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/a-r2014-rumah-di-setiabudi-jakarta-selatan-170867793342/,"SetiaBudi, Jakarta Selatan",10700000000,"DIJUAL R2014  Rumah Di Setiabudi, Jakarta Selatan  SPesifikasi : Luas Tanah 214m Luas Bangunan 224m KT 3 KM 1  JUAL 10.7M",3,1,224,214,0,1,0
Dijual Rumah Di Bintaro  Rempoa  Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-di-bintaro-rempoa-jakarta-selatan-171139624565/,"Bintaro, Jakarta Selatan",3700000000,"(21APPS1757/MI AL)

Dijual Rumah, Di Bintaro  rempoa Jakarta Selatan ,
LT: 194 Meter,
LB: 250 Meter,
Lantai: 2,
Listrik:4400 Watt,
Kamar Tidur: 4,
Kamar Mandi: 4,
Garasi: 1,
Carport: 2,
Sumber Air: Sumur Air,
Sertifikat: SHM,

Harga: Rp 3,7m #ID: 104693",4,4,250,194,2,1,0
Bukit Podomoro Jakarta type modern klasik,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/bukit-podomoro-jakarta-type-modern-klasik-172069019378/,"Duren Sawit, Jakarta Timur",4200000000,"Hunian berkelas premium Bukit Podomoro Jakarta tipe modern klasik dengan begitu banyak fasilitas dalam komplek swimming pool, Kids pool, jacuzzi, fitnes gym studio, jogging track, sunset lounge, wilshire bollroom,prihatin cinema,bowling alley game room,uotdor lounge, the greet lounge, badminton court..",3,3,146,90,0,1,0
Dijual Perumahan Grawisa di Jakarta Barat,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-perumahan-grawisa-di-jakarta-barat-172100953055/,"Grogol Petamburan, Jakarta Barat",4000000000,"Dijual Perumahan Grawisa di Jakarta Barat  Grawisa 1 No.9 Blok B, RT.7/RW.1, Wijaya Kusuma, Kec. Grogol petamburan Luas tanah 145m Luas bangunan 147m Kamar tidur 3 Kamar mandi 3 Harga : 4Milyar  Mayko (Abie Property)",3,3,147,145,0,1,0
Jual cepat Rumah Pondok Kelapa Jakarta timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/jual-cepat-rumah-pondok-kelapa-jakarta-timur-172088201676/,"Pondok Kelapa, Jakarta Timur",1450000000,"Jual cepat Rumah Pondok Kelapa Jakarta Timur lt.92 lb.110 kt.4 km.2 listrik 2200 Air Jet Pump 2 lantai Akses/Fasilitas Jalan lebar 2 mobil Carport 1 mobil Tol Becakayu R.s Harum Trans Mart Superindo Sekolah Negeri dan Swasta Pusat Kuliner Bank,Spbu.",4,2,110,92,0,1,0
Dijual rumah di Tanah Kusir Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-di-tanah-kusir-jakarta-selatan-172049430476/,"Kebayoran Lama, Jakarta Selatan",7800000000,"FOR SALE :Rumah Mewah 2Lantai Jl.Delman Tanah Kusir Keb.lama, Jakarta SelatanSpesifikasi : Sertifikat Hak MilikIMB, PBB lengkapBangunan 2lantai (1982)Luas tanah 310 m2(15 m x 20.7 m)Luas bangunan 250 m26+1 Kamar tidur(2 dibawah+5diatas)3+1 Kamar mandi (3 dibawah+1 di atas)1 Gudang dibawah2 Gudang diatasGarasi 1 mobilCarport 2 mobilHarga 7.8 milyar nego..",6,3,250,310,0,1,0
dijual rumah via lelang jakarta selatan jl.liliana,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-via-lelang-jakarta-selatan-jl-liliana-172068811023/,"Mampang Prapatan, Jakarta Selatan",5700000000,For sale Dijual rumah via lelang Lokasi: jalan liliana kel.pela mampang kec.mamang prapatan kota jakarta selatan Luas tanah 551m2 Luas bangunan 280m2 Shm Lokasi nyaman dan strategis Harga 5.7M Termurah jauh dibawah pasaran legalitas terjamin proses mudah (Siapa cepat dia dapat).,5,4,280,551,0,1,0
DIJUAL RUMAH NEW DIPONDOK BARU JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-new-dipondok-baru-jakarta-selatan-171334064258/,"Pesanggrahan, Jakarta Selatan",1750000000,"Dijual rumah new nyaman dan asri di pondok baru jakarta selatan Lt 75 lb 80 Kt 3 km 2 AC 3 Listrik 2200 Air jet pum jernih Surat SHM -dekat masjid -dekat sekolah negri -dekat pintu tol Harga 1,750 M nego banget.",3,2,80,75,0,1,0
Dijual rumah Pondok kelapa Jakarta timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-pondok-kelapa-jakarta-timur-171695591288/,"Pondok Kelapa, Jakarta Timur",4000000000,Dijual rumah Pomdok kelapa Jakarta Timur lt.170 lb.200 kt.t km.4 listrik 2200 air jet pump 2 lantai Akses/Fasilitas Jalan lebar 2 mobil Tol Becakayu sekolah pusat kuliner Trans mart Superindo R.S Harum kantor kekurahan Puskesmas.,5,4,200,170,0,1,0
"K239 Kos Di Tomang, Jakarta Barat",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/k239-kos-di-tomang-jakarta-barat-17180095920/,"Tomang, Jakarta Barat",15500000000,"DIJUAL KO239  Kos Di Tomang, Jakarta Barat  Spesifikasi : Luas Tanah 192m KT 38 KM 38 5 Lantai  JUAL 15,5M",38,38,192,192,0,1,0
DiJual Cepat Rumah Di Petamburan Jakarta Barat,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-cepat-rumah-di-petamburan-jakarta-barat-172196842146/,"Jelambar, Jakarta Barat",4000000000,"Jual cepat rumah di Petamburan Jakarta Barat 
SHM 
2 Lantai 
Lt : 138    Lb : 158 
Kt : 4+1    Km : 2+1 
Jetpump 
Hadap : Utara 
Listrik : 1300 
Carport : 1 
Harga : 4M nego 
12298-ST  #ID: 174479",4,2,158,138,0,1,0
Dijual Rumah Tinggal  Kost2an Kemandoran Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-tinggal-kost2an-kemandoran-jakarta-se-17219686785/,"Pancoran, Jakarta Selatan",12000000000,"Dijual Rumah tinggal + kost2an kemandoran Jakarta Selatan  
LT 575mÂ² 
LB 200mÂ² 
Rumah induk 
6 km tidur 
3 km mandi 
2 carport 
Kost2an 25 kamar  
8 kamar mandi 
1 kios ukuran 3.5 x 7 mÂ² 
Harga 12 M ( Nego) 
12158-RR  #ID: 170928",31,8,200,575,0,1,0
Dijual rumah Perumnas Klender Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-perumnas-klender-jakarta-timur-171375877322/,"Klender, Jakarta Timur",925000000,Dijual rumah Layak huni Perumnas klender Jakarta timur Lt.78 Lb.100 Kt.3+1 Km.1 Listrik 2200 Air jet pump 1.5 lantai Akses/Fasilitas Jalan lebar 1mobil Carport 1mobil 10.menit Stasiun Klender 10.menit Halte busway 15 menut Tol bintara 15 meniit Terminal Pulo Gebang.,4,1,100,78,0,1,0
Dijual rumah di Sunter Mas - Jakarta Utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-rumah-di-sunter-mas-jakarta-utara-170217126636/,"Sunter, Jakarta Utara",3200000000,"Dijual rumah di Sunter Mas - Jakarta Utara Lt.6x18108m2 2 lantai Kt.3 Km.2 Listrik 2.200w Pam Bangunan baru,row jalan lebar 2 mobil. SHM Semi furniture Harga 3,2M nego OK M2",3,2,170,108,0,1,0
"Di Jual Rumah Tubagus Angke,Jakarta Barat",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/di-jual-rumah-tubagus-angke-jakarta-barat-171788078483/,"Angke, Jakarta Barat",650000000,"Di Jual Rumah Tubagus Angke,Jakarta Barat Luas Tanah : 40 m2 Luas Bangunan : 40m2 Ukuran 3,5x12 Sertifikat : SHM Kamar tidur : 3 Kamar Mandi : 2 Berapa Lantai : 3 Daya Listrik : 2200 Air : tanah ( jet pump) Hadap mana : barat jln gang Harga 650 jt nego tipis.",3,2,40,40,0,1,0
Rumah hitung tanah di Rawamangun Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-hitung-tanah-di-rawamangun-jakarta-timur-170419879952/,"Rawamangun, Jakarta Timur",3136000000,"Dijual rumah tua di Rawamangun, Jakarta timur Luas tanah 196m² Luas bangunan 100m² Kamar tidur 3+1 Kamar mandi 2+1 Daya listrik 2200 Air PAM SHM Akses jalan bisa dua mobil Harga jual 17 juta permeter² nego Nur An M3.",3,2,100,196,0,1,0
Jual cepat  Rumah Perumnas klender Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/jual-cepat-rumah-perumnas-klender-jakarta-timur-171375590828/,"Klender, Jakarta Timur",720000000,Jual cepat Rumah Perumnas Klender Jakarta Timur lt.78 lb.100 kt.3 km.1 listrik 2200 Air Jet Pump Akses/Fasilitas 2 lantai lt.2 sudah didag JalAn AKSES GANG 10 METER JALAN UTAMA DEKAT STASIUN KLENDER DEKAT halte Busway Dekat Tol bintara Dekat pasar Klender Dekat sekolah Negeri dan Swasta.,3,1,100,78,0,1,0
Jual Cepat Rumah Perumnas  klender Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/jual-cepat-rumah-perumnas-klender-jakarta-timur-171739049655/,"Klender, Jakarta Timur",1000000000,Jual cepat Rumah Perumnas Klender Jakarta Timur lt.70 lb.90 kt.3 km.1 listrik 1300 Air jet pump 1.5 lantai Akses/Fasilitas lantai atas sudah didak dengan tangga permanen Jalan lebar 2 mobil Carport 1 mobil Dekat Stasiun Dekat HALTE BUSWAY DEKAT sekolah Dekat Tol Bintara Dekat Puskesmas Dekat R.s Islam Pondok Kopi.,3,1,90,70,0,1,0
Rumah di kebon jeruk Jakarta Barat,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/rumah-di-kebon-jeruk-jakarta-barat-171829059560/,"Kebon Jeruk, Jakarta Barat",2700000000,"Rumah Unik Dalam Komplek  One Gate Sistem Kebon jeruk Jakarta Barat   Luas Tanah : 137m² Luas Bangunan : 160m² Lantai : 2½ Kamar Tidur : 4 Kamar Mandi : 3 Carport : 2 Listrik : 3500 Surat : SHM, IMB  Harga : 2,7M",4,3,160,137,2,1,0
"Rumah di daerah Jagakarsa , Jakarta Selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-di-daerah-jagakarsa-jakarta-selatan-171531048151/,"Jagakarsa, Jakarta Selatan",1800000000,For Sale :? Rumah di Jagakarsa Jakarta Selatan  LT 114 m2 LB 280 m2 3 Lantai Ada rooftop 5 Kamar tidur? 3 Kamar Mandi? Listrik 4400 watt Carport 2 mobil SHM,5,3,280,114,2,1,0
Di jual rumah di Joglo Jakarta barat,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/di-jual-rumah-di-joglo-jakarta-barat-171829033943/,"Joglo, Jakarta Barat",2700000000,"Rumah American Cluster dalam Cluster Lokasi : Joglo, Jakarta Barat  Luas Tanah : 105m² Luas Bangunan : 150m² Lantai : 2½ Lantai Kamar Tidur : 3+1 Kamar Mandi : 3+1 Listrik: 3500  Harga : 2,7M",4,4,150,105,2,1,0
DIJUAL RUMAH DI ROXY CIDENG JAKARTA PUSAT,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-rumah-di-roxy-cideng-jakarta-pusat-171334045658/,"Gambir, Jakarta Pusat",4500000000,"Rumah siap huni 2 lantai daerah jakarta pusatKamar Tidur 3Kamar Mandi 3Hadap Barat dan Selatan ( hook) SHMLokasi dekat dengan kuliner malamDekat ke kota Harga 4,5 m negoHubungin BenyaminRay white Kemayoran",3,3,160,112,0,1,0
Dijual Rumah di Pondok Indah Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-di-pondok-indah-jakarta-selatan-171920258233/,"Kebayoran Lama, Jakarta Selatan",28000000000,"Dijual Rumah di Jl. Duta Permai, Pondok Indah, Pondok Pinang, Kebayoran Lama, Jakarta Selatan
- Luas tanah 508m2
- Luas bangunan 634m2
- 4 Kamar tidur
- Swimming pool
- SHM
- One gate
- Rumah baru
- 2 Akses masuk
- Jalan lebar
- Harga 28 Milyar",4,5,634,508,0,1,0
Rumah Petukangan Utara Jakarta Selatan siap huni,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-petukangan-utara-jakarta-selatan-siap-huni-171853805446/,"Petukangan Utara, Jakarta Selatan",1500000000,"Dijual Rumah Tinggal Lokasi di Petukangan Utara, Jakarta Selatan.Lokasi lingkungan rumah aman, Dekat Pintu Tol ke arah Bandara Soetta & Dekat Pintu Tol Jagorawi Lokasi : Petukangan Utara, Jakarta Selatan 12260 SPESIFIKASI RUMAH Luas Tanah : 140 m² Luas Bangunan : 90 m² Kamar Tidur : 4 Kamar Mandi : 2 Listrik : 1300 watt Rumah 2 Lantai Rumah Menghadap Utara Surat rumah AJB Sumber Air Jet pump KEUNGULAN RUMAH : Bisa masuk mobil & ada garasi mobil, keamanan 24 jam, lokasi strategis dekat pintu tol ke bandara & tol jagorawi, dekat supermarket, dekat sekolah negeri dan swasta, dekat tempat ibadah, dekat kantor kelurahan & kecamatan Harga : Rp1,5 M/ Nego.",4,2,90,140,0,1,0
jual cepat rumah veteran Bintaro Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-cepat-rumah-veteran-bintaro-jakarta-selatan-171557464160/,"Bintaro, Jakarta Selatan",5800000000,"Judul Listing Rumah Asri Area Jl.Kesehatan .Veteran, Bintaro Jakarta Selatan Hot Sale: Rumah Asri Area Kesehatan .Veteran, Bintaro, Pesanggrahan, Jakarta Selatan Spesifikasi: .LT: 420 sqm .LB: 180 sqm .SHM + IMB .KT: 6 + 1 .KM: 4 + 2 .Hadap: Barat .Line Telp: 2 .Listrik: 11.000 Watt .Garasi / Carport: 2 Mobil (Bisa di lakukan penambahan Carport) .Akses Jalan 2 Mobil Harga: 5,8 Milyard (Masih Negoo) More Info:.",8,5,180,420,0,1,0
Rumah Premium dijual Zenith di Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-premium-dijual-zenith-di-jakarta-selatan-170900399148/,"Lebak Bulus, Jakarta Selatan",8600000000,"Rumah mewah dalam komplek premium yang ada di Jakarta Selatan ini tentunya sudah tidak diragukan namanya, siapa yang tidak ingin punya satu rumah di komplek elit Serenia Hills. Zenith adalah tipe terakhir yang didirikan dibagian Jakarta Selatan dalam komplek ini, rumah modern dengan kaca-kaca menjulang tinggi membuat cahaya matahari masuk dan memberikan efek open space.  Untuk investasi pun tidak perlu dipertanyakan, semakin tahun harga hunian di komplek ini semakin melambung, tunggu apa lagi. survey unit sekarang juga.",3,3,263,184,2,3,1
TIPE 8 ROYAL BUKIT PODOMORO JAKARTA TIMUR,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/tipe-8-royal-bukit-podomoro-jakarta-timur-172113939745/,"Duren Sawit, Jakarta Timur",7100000000,Sebuah mahakarya terbaik persembahan Agung Podomoro Land di Jakarta Timur. Kawasan Hunian Prestisius yg memiliki fasilitaw Premium Club House dengan free lifetime membership satu satu nya di Jakarta. TIPE 8 ROYALLT 120LB 223KT 4 +1KM 4 + 1Garasi 2 MobilHubungi Helmi sekarang juga untuk konsultasi dan survei (silahkan tulis nomor telepon pada pesan untuk kami hubungi lebih lanjut),5,5,223,120,0,1,0
Hunian Premium   Bukit Podomoro Jakarta   Type Royal,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/hunian-premium-bukit-podomoro-jakarta-type-royal-172119057394/,"Duren Sawit, Jakarta Timur",7100000000,"Sebuah mahakarya terbaik persembahan Agung Podomoro Land hadir dijakarta Timur sebagai The Jewel of East Jakarta.Kawasan hunian prestisius yang memiliki fasilitas sebuah Premium clubhouse, dengan free lifetime membership, satu satunya di Jakarta,  dipersembahkan khusus bagi para penghuni Bukit Podomoro,  Kebanggaan dan sebuah prestige ini diperuntukkan bagi Anda yang memahami nilai kehidupan.Sebuah investasi properti yang pastinya memberikan nilai jual dan sewa yang sangat tinggi disamping mendapatkan nilai immaterial yang tidak ternilai.Bukit Podomoro hadir untuk Anda dan keluarga..",4,4,223,120,0,1,0
RUMAH MEWAH DAN MURAH DI JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-dan-murah-di-jakarta-selatan-169874036732/,"Pondok Indah, Jakarta Selatan",3600000000,"Booking Now Rumah Royal Nuri Residance, Townhouse baru termurah di Jakarta Selatan.  Rumah bergaya Europe Classic 3 lantai. Berada di pesanggrahan, Jakarta Selatan.  Unit ready stock Unit bisa custome ( on prograss )  Legalitas clear and clear Bisa KPR di bank mana aja Sertifikat On Hand Imb On Hand  Promo Dp Suka Suka Free BPHTB Free KPR Free Biaya Notaris dan BN  Segera buktikan dan kunjungi lokasi kami sebelum kehabisaningat ingat stock terbatas.",4,3,255,88,3,1,0
Dijual Rumah Kosambi Baru Cengkareng Jakarta Barat,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-rumah-kosambi-baru-cengkareng-jakarta-barat-171991192554/,"Cengkareng, Jakarta Barat",1800000000,"Dijual Rumah Kosambi Baru 3BR (T/B 132 m² / 100 m²) Shm, 1.8m, Cengkareng, Jakarta Barat  Dijual (For Sale)  Rumah Kosambi Baru Cengkareng Jakarta Barat  Luas Tanah 8x16.5 132 m² Luas Bangunan 100 m² Kamar Tidur 3 Kamar Mandi 1 Hadap Selatan SHM  Harga Jual: 1.8 M (Negotiable)  Bisa Survey H-1 Kpr Bisa Dibantu Sampai Tuntas FAST RESPONSE VIA WA  Yuk Segera Hubungin Untuk Survey: Felly Century 21 Zawa 2  If You Want To Rent / Sale / Buy Apartments, Houses, Offices, Ruko Land, You Can Contact Me.  Code: mly",3,1,100,132,0,1,0
TOWNHOUSE MURAH MEWAH DI JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/townhouse-murah-mewah-di-jakarta-selatan-169874034145/,"Gandaria, Jakarta Selatan",4150000000,"Rumah Royal Nuri Residence, Jakarta Selatan, Harganya yang terus meningkat, membuat investasi rumah cocok bagi Anda yang memiliki banyak dana dan ingin berinvestasi Royal Nuri Residence.  Ayo segera dapatkan rumah mewah 3 Lantai di jakarta selatan.  Lokasi sangat strategis, hanya 5 menit dari gerbang Tol. Private dan exclusive hanya 19 Unit tersedia. Aman dan bebas banjir, berada di dalam kompleks Jerman.  Sertipikat sudah pecah. - Bisa KPR semua bank - DP minimal hanya 10% - Bisa custom layout (khusus unit progress bangun). Serah terima lebih cepat",4,3,280,80,3,1,0
TOWNHOUSE MURAH DAN MEWAH DI JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/townhouse-murah-dan-mewah-di-jakarta-selatan-169874034255/,"Gandaria Selatan, Jakarta Selatan",3200000000,"Rumah Royal Nuri Residence, Jakarta Selatan, Harganya yang terus meningkat, membuat investasi rumah cocok bagi Anda yang memiliki banyak dana dan ingin berinvestasi Royal Nuri Residence.  Ayo segera dapatkan rumah mewah 3 Lantai di jakarta selatan.  Lokasi sangat strategis, hanya 5 menit dari gerbang Tol. Private dan exclusive hanya 19 Unit tersedia. Aman dan bebas banjir, berada di dalam kompleks Jerman.  Sertipikat sudah pecah. - Bisa KPR semua bank - DP minimal hanya 10% - Bisa custom layout (khusus unit progress bangun). Serah terima lebih cepat",4,3,280,80,3,1,0
Rumah Siap huni di Kemanggisan Jakarta Barat,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/rumah-siap-huni-di-kemanggisan-jakarta-barat-172123085742/,"Kemanggisan, Jakarta Barat",2850000000,"Dijual rumah siap huni di Kemanggisan Jakarta Barat Luas tanah 134 meterLuas bangunan 87 meterPanjang 16.75 mLebar 8Harga 2,9 mSertifikat SHMIMBSelling point25 Meter Taman Segitiga GarudaDekat Jalan S ParmanDekat pusat perkantoran Diklat PLN dan Pengadilan Negeri Jakarta BaratDekat RS Harapan Kita, RS  Dharmais, RS Patria IKKTDekat fasilitas Umum Lapangan Sepak bola romsol , SMPN 88, SDN  Dekat Mall Slipi Jaya 500 m500 Halte Bus slipi Jaya15 menit Stasiun Kereta Api Palmerah45 Menit Bandara Soekarno Hatta Hubungi Jemi",3,2,134,134,0,1,0
Dijual Rumah Jakarta Selatan Bangka Kemang,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-jakarta-selatan-bangka-kemang-171352934735/,"Bangka, Jakarta Selatan",28000000000,"yups. kami menawarkan kepada anda rumah besar dan mewah yang memiliki Historis di kawasan jl Bangka jakarta selatan, rumah ini adalah milik eks Pejabat dan eks Duta besar .  berikut kami tawarkan kepada anda rumah Bekas Berkualitas: yang berada di dalam Kawasan Bangka Jakarta Selatan dengan spesifikasi yang sangat baik:  Luas Tanah 1057m2 Luas Bangunan 800m2 2 Kamar Tidur Utama + 1 Kamar Mandi 4 Kamar Tidur dan 2 Kamar Mandi  Paviliun (service Art) 3 Kamar TIdur + 1 Kamar Mandi  Kolam Renang Garasi Carport 6 Mobil SHM  Untuk Harga Masih bisa Nego  Hub Kami segera",9,6,800,1057,6,1,0
