title,link,address,price,description,bedrooms,bathrooms,building_size,land_size,car_spaces,floors_total,maidrooms
Dijual Rumah Jakarta Garden City Jakarta timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-jakarta-garden-city-jakarta-timur-171031533262/,"Cakung, Jakarta Timur",2600000000,RUMAH 2 LANTAI Jakarta Garden City Jakarta Kt.5 Km.5 Listrik 2200 Air jet pump 2 Lantai Hadap utara Akses/Fasilitas Taman Bangunan Sudah Full di belakang Jalan lebar 2 mobil Keamanan 24 jam Aeon Mall IkEA Tol Jor exit Cakung TOL Klapa Gading Sekolah Global Mandiri Sekolah Internasional Singapore.,5,5,130,102,0,1,0
Dijual Rumah Jakarta Garden City - Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-jakarta-garden-city-jakarta-timur-169693526371/,"Cakung, Jakarta Timur",2000000000,Dijual Rumah Jakarta Garden City - Cakung - Jakarta Timur uk 6x17m= 102m² 2 Lantai  3+1 Kamar tidur 2+1 Kamar mandi SHM PLN 2.200 Watt Hadap selatan  Lingkungan nyaman Keamanan 24 jam Strategis dekat dengan Aeon Mall dan Ikea,3,2,102,102,0,1,0
Rumah Murah Di Jagakarsa Jakarta Selatan Jakarta,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-murah-di-jagakarsa-jakarta-selatan-jakarta-171342631091/,"Jagakarsa, Jakarta Selatan",1250000000,"Hunian Cluster Mewah Type Modern Classic, Strategis dekat Ke Tol Kukusan Dan Andara Lokasi M.kahfi 2.Jagakarsa Jakarta Selatan Luas Tanah 54 m2 Luas Bangunan 100 m2 Kamar Tidur 3 Kamar Mandi 2 Bangunan 2 Lantai Listrik 2200 watt Carport Hadap Barat Legalitas Clean n Clear Sertifikat Hak Milik, IMB Sudah Pecah Selling Point : Dekat Tol Simatupang dan Tol Andara Dekat Pusat Perbelanjaan Transmart Cilandak Dekat Stasiun dan Pasar Lenteng Agung Dekat Rumah Sakit Cilandak dan RS.Fatmawati Dekat Objek wisata Ragunan dan Setu Babakan Dekat Sekolah Ternama & sekolah.",3,3,100,54,0,1,0
Rumah Ready Unit di Bekasi nempel jakarta timur & Jakarta Utara,https://www.lamudi.co.id/jual/jawa-barat/bekasi/rumah-ready-unit-di-bekasi-nempel-jakarta-timur-ja-171405383991/,"Harapan Indah, Bekasi",800000000,Rumah Ready Unit di Bekasi nempel jakarta timur & Jakarta Utara 2 kamar tidur 1 kamar mandi Lokasi dekat ke Jakarta Timur Lokasi dekat ke jakarta utara 3 menit dari new kelapa gading 3 menit dari kota harapan indah 15 menit ke jgc cakung 15 menit ke AOEN mall 30 Menit ke Kelapa Gading.,2,1,36,90,0,1,0
Vastu Rumah 3 lantai mewah Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/vastu-rumah-3-lantai-mewah-jakarta-garden-city-jak-171377537234/,"Cakung, Jakarta Timur",4919966800,"Rumah baru di Cluster terbaru Vastu Perumahahan Jakarta Garden City Cakung Jakarta Timur.Mewah dengan living room luas Lokasi di Bulevar Gerbang cluster besar & mewah Clubhouse dilengkapi Jacuzzi dan working area.Designer ternama.Tersedia unit pilihan: V7 (7×15) LT 105/ LB 140, 2 lantai V7 (7×15) LT 105/ LB 194, 3 lantai V9 (9×15) LT 135/ LB 250, 3 lantai Kavling Harga tertera adalah Type V9 (9x15) Kamar tidur 4+1, Kamar mandi 5+1, Carport 2+1.Kawasan Perumahan Jakarta Garden City akses tol langsung, 15 menit ke Kelapa Gading, Kawasan Eco Township Jakarta, Fasilitas lengkap.",4,5,250,135,0,1,0
"Dijual Rumah di Jakarta Garden City Cluster Thames,cakung Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-jakarta-garden-city-cluster-thames-170436170739/,"Cakung, Jakarta Timur",1700000000,"Dijual Rumah di Jakarta Garden City Cluster Thames,cakung Jakarta TimurDIJUAL rumah di Jakarta Garden City cluster THAMES,cakung Jakarta TimurLT 90 m2(6x15)LB 70 m2KT 3+1KM 2+1Lantai 2Carport 1Air pamListrik 5500 wattHadap selatanSHMHarga 1,7M(nego)Edlie/M1",4,3,70,90,0,1,0
Rumah Bagus Di Jalan Jakarta Garden City Area Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-bagus-di-jalan-jakarta-garden-city-area-jaka-169535479773/,"Cakung, Jakarta Timur",2600000000,"Dijual : Rumah Doi Jakarta Garden City Area Jakarta Timur. Luas tanah 6 x 17 m2. 2BR, 2 Kamar mandi Rumah 2 Lantai, Kosong, Listrik, Rumah bagus, Aman, bebas banjir, Lokasi strategis dengan jalan raya, Dekat dengan pusat bisnis, Dekat dengan pusat perbelanjaan, Sekolah, RS, Jual cepat, harga masih bisa nego, Bisa KPR. (Rmh-J/11164)",2,2,122,102,0,1,0
Rumah Di Cluster Mahakam Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-di-cluster-mahakam-jakarta-garden-city-jakar-172196772973/,"Cakung, Jakarta Timur",1950000000,"Dijual rumah di cluster Mahakam Jakarta Garden City
Cakung Jakarta Timur

Luas tanah 90m2
Luas bangunan 69m2
Kamar tidur 2
Kamar mandi 2
Daya listrik 2200watt
PAM
SHM

Harga 1,950 M nego

EvEndM3
RA #ID: 160559",2,2,69,90,0,1,0
"House for Sale in Jakarta Selatan, DKI Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/house-for-sale-in-jakarta-selatan-dki-jakarta-171705850970/,"Bintaro, Jakarta Selatan",3300000000,"House for Sale in Jakarta Selatan, DKI Jakarta [FOR SALE] - RUMAH BINTARO JAYA SEKTOR 1, JAKARTA SELATAN  SPESIFIKASI : LT : 182 m LB : Kamar Tidur : 4+1 Kamar Mandi : 2+1 bangunan : 3 Lantai Listrik : 3500 Watt Sertifikat : SHM ch",5,3,180,182,2,1,0
Dijual Rumah Termurah  di Shinano Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-termurah-di-shinano-jakarta-garden-ci-171945942868/,"Cakung, Jakarta Timur",1550000000,"Dijual Rumah Termurah di Shinano Jakarta Garden City Jakarta Timur Luas tanah 75m² Luas bangunan 100m² 2 Lantai Kamar tidur 2 Kamar mandi 2 Listrik 3.500watt Air pam Sertifikat PPJB Ac 3 unit Semi furnished Bagian belakang sudah ditutup rapi Menjadi dapur Harga 1,550m nego KPR bisa dibantu Ok.",2,2,100,75,0,1,0
"Rumah Siap Huni di Jakarta Garden City, Cakung, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-siap-huni-di-jakarta-garden-city-cakung-jaka-171860364247/,"Cakung, Jakarta Timur",3100000000,"Rumah Siap Huni di Jakarta Garden City, Cakung, Jakarta Timur Spec : LT : 98 m2 (7x14) LB : 98 m2 KT : 3 KM : 3 +1 Carport : 2 Lantai : 2 1/2 Air : PAM Listrik : 3.300 Watt Sertifikat : PPJB +Bebas dari Banjir +One Gate Security Sistem +Row jalan lewat 2 mobil lega Harga : 3,1M (Nego) syt.m jt Hubungi MR Realty Bekasi : Jasaut Munthe MRB.",3,4,98,98,0,1,0
Jual cepat Rumah Jakarta Garden city Jakarta timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/jual-cepat-rumah-jakarta-garden-city-jakarta-timur-17103153715/,"Cakung, Jakarta Timur",1800000000,RUMAH 2 LANTAI Jakarta Garden City Jakarta Lt.102 Lb.90 Kt.3 Km.2 Listrik 2200 Air jet pump 2 Lantai Hadap utara Akses/Fasilitas Bangunan Standart Taman Bangunan Sudah Full di belakang Jalan lebar 2 mobil Keamanan 24 jam Aeon Mall IkEA Tol Jor exit Cakung TOL Klapa Gading Sekolah Global Mandiri Sekolah Internasional Singapore.,3,2,90,102,0,1,0
"Dijual Rumah  di South Thames Jakarta Garden City, Jakarta Ti",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-south-thames-jakarta-garden-city-j-171878734416/,"Cakung, Jakarta Timur",1850000000,"Dijual Rumah siap huni di South Thames Jakarta Garden City, Jakarta Timur   LT 97 m² ( 6 x 16 ) LB 90 m² KT 3+1 KM 2+1 AC 3 unit Carport bisa 2 mobil Listrik 3.500W Air PAM SHM   Harga jual 1,85M nepis  Olin",4,3,90,97,0,1,0
RUMAH 2LT JAKARTA GARDEN CITY CLUSTER NORTH THAMES JAKARTA TIMUR,https://www.lamudi.co.id/proyek/jakarta-garden-city/rumah-2lt-jakarta-garden-city-cluster-north-thames-171578319152/,"Cakung, Jakarta Timur",2870000000,JUAL CEPAT TURUN HARGA MURAH RUMAH 2LT JAKARTA GARDEN CITY CLUSTER NORTH THAMES JAKARTA TIMUR  LUAS 10x17 170m /127m KT 4+1 5 KM 3+1 4 CARPORT 1 SHM HARGA 3.7 M. >> 3.4 M >>2.87 M LISTRIK 3.500 WATT MENGHADAP SELATAN,4,3,127,170,0,1,0
"Termurah Dijual Rumah di Southern Jakarta Townhouse, Jakarta Selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/termurah-dijual-rumah-di-southern-jakarta-townhous-171838201254/,"Mampang Prapatan, Jakarta Selatan",4500000000,"Southern Jakarta Townhouse Lokasi: Jl. Tegal Parang Utara Mampang Prapatan, Jakarta Selatan Luas tanah: 110 m2 Luas bangunan: 250 m2 Lantai: 3 lantai, 1 mezanine, 1 roof top Kamar tidur 4 kamar mandi 3 terdapat ruang kerja, ruang tamu, dapur, ruang keluarga, garasi  Harga: 4,5 M nego Jika berminat bisa langsung hubungi lewat wa terlebih dahulu",4,3,250,110,0,1,0
rumah di Shinano Jakarta Garden City - Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-di-shinano-jakarta-garden-city-jakarta-timur-169206832836/,"Cakung, Jakarta Timur",1575000000,"Dijual butuh cepat rumah di Shinano Jakarta Garden City - Jakarta Timur  Lt.5x15=75m2 Lb.100m2 2 lantai Kt.2 Km.2 Pln 3.500w PAM PPJB AC 3unit,semi furnished,bagian belakang sdh ditutup rapi menjadi dapur. Harga 1,575M nego  OL JJo M2",2,2,100,75,0,1,0
"Dijual Cepat Rumah di Shinano Jakarta Garden City, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-cepat-rumah-di-shinano-jakarta-garden-city-171946171721/,"Cakung, Jakarta Timur",1550000000,"Dijual butuh cepat rumah di Shinano Jakarta Garden City - Jakarta Timur  Lt.5x15=75m2 Lb.100m2 2 lantai Kt.2 Km.2 Pln 3.500w PAM PPJB AC 3unit,semi furnished,bagian belakang sdh ditutup rapi menjadi dapur. Harga 1,550 M nego  OL JJo",2,2,100,75,1,1,0
Dijual Rumah Bagus di Shinano Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-bagus-di-shinano-jakarta-garden-city-171955625545/,"Cakung, Jakarta Timur",1550000000,"Dijual butuh cepat rumah di Shinano Jakarta Garden City - Jakarta Timur  Lt.5x15=75m2 Lb.100m2 2 lantai Kt.2 Km.2 Pln 3.500w PAM PPJB AC 3unit,semi furnished,bagian belakang sdh ditutup rapi menjadi dapur. Harga 1,550 M nego  OL JJo",2,2,100,75,0,1,0
"Dijual Rumah di Cluster Shinano, Jakarta Garden City, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-cluster-shinano-jakarta-garden-cit-172119703296/,"Cakung, Jakarta Timur",2850000000,"Dijual rumah di cluster shinano, Jakarta garden city, Jakarta Timur  LT 130 LB 200 KT 3 KM 2 Storage room 1 Study room/ office  Listrik 2200 Hadap Barat PPJB Full furnished  Harga 2.85 M nepis henyan M1",3,2,200,130,0,1,0
Dijual Rumah di Jakarta Garden City Cakung Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-jakarta-garden-city-cakung-jakarta-171107812570/,"Cakung, Jakarta Timur",3200000000,Dijual Rumah di Jakarta Garden City Cakung Jakarta Timur   LT 179m2 lebar 9  LB 156m2  KT 3+1 KM 3+1 PAM Listrik 3500  3 unit AC tiap kamar Gordyn SHM Harga jual 3.2M nego turun jadi 3M nego jadi 2.9M nego  OE,4,4,156,179,1,1,0
"Rumah dalam Cluster di Jakarta Garden City, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-dalam-cluster-di-jakarta-garden-city-jakarta-17152272991/,"Cakung, Jakarta Timur",3500000000,"Dijual Rumah dalam Cluster di Jakarta Garden City, Jakarta Timur Spec : LT : 212 m2 LB : 156 m2 KT : 3+1 KM : 2+1 Lantai : 2 Carport : 2 Garasi : 1 Air : PAM Listrik : 5.500 Watt Sertifikat : SHM Posisi Hoek Harga : 3,5 M (Nego) yg.m Hubungi (Call/WhatsApp) : Joe Tan Note : Terima Jual .Beli .Sewa Properti (Rumah, Ruko, Apartemen, Gudang, Tanah/Kavling, Gedung, Hotel, dll).Kami Siap Melayani Anda Kepuasan Anda adalah Prioritas Kami.",4,3,156,212,0,1,0
Dijual Cepat Rumah di Shinano Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-cepat-rumah-di-shinano-jakarta-garden-city-16919804445/,"Cakung, Jakarta Timur",1575000000,"Dijual Cepat Rumah di Shinano Jakarta Garden City Jakarta Timur Lt.5x15=75m2 Lb.100m2 2 lantai Kt.2 Km.2 Pln 3.500w PAM PPJB AC 3unit,semi furnished,bagian belakang sdh ditutup rapi menjadi dapur. OL JJo M2 Harga 1,575M nego",2,2,100,75,1,1,0
"Dijual Rumah Bagus di Jakarta Garden City, Cakung, Jakarta Timur.",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-bagus-di-jakarta-garden-city-cakung-j-172119989383/,"Cakung, Jakarta Timur",2850000000,"Dijual rumah di cluster shinano, Jakarta garden city, Jakarta Timus  LT 130 LB 200 KT 3 KM 2 Storage room 1 Study room/ office  Listrik 2200 Hadap Barat PPJB Full furnished  Harga 2.85 M nepis HA/M1",3,2,200,130,0,1,0
Dijual rumah Cluster Alamanda Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-cluster-alamanda-jakarta-garden-city-171325389452/,"Cakung, Jakarta Timur",3500000000,"Dijual rumah Cluster Alamanda Jakarta Garden City Jakarta Timur 2 lantai posisi hook  Lt 212 Lb 156 Kt 3+1 Km 2+1 Listrik 5500 watt Air PAM SHM  Harga 3,5 M nego  2 carport dan 1 garasi  YG metro",4,3,156,212,0,1,0
Dijual cepat Rumah di Shinano Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-cepat-rumah-di-shinano-jakarta-garden-city-171947058779/,"Cakung, Jakarta Timur",1550000000,"Dijual butuh cepat rumah di Shinano Jakarta Garden City - Jakarta Timur  Lt.5x15=75m2 Lb.100m2 2 lantai Kt.2 Km.2 Pln 3.500w PAM PPJB AC 3unit,semi furnished,bagian belakang sdh ditutup rapi menjadi dapur. Harga 1,550 M nego  OL JJo",2,2,100,75,1,1,0
Dijual Rumah Jakarta Garden City Bagus - Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-jakarta-garden-city-bagus-jakarta-tim-16969352864/,"Cakung, Jakarta Timur",3200000000,Dijual Rumah Jakarta Garden City - Cakung - Jakarta Timur Luas tanah 136m² Luas bangunan 120m² 2 Lantai  4+1 Kamar tidur 3+1 Kamar mandi Masih AJB PLN 2.200 Watt Ada dak untu jemur  Lingkungan nyaman Keamanan 24 jam Strategis dekat dengan Aeon Mall dan Ikea,4,3,120,136,0,1,0
Rumah cluster shinano jakarta garden city cakung jakarta timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-cluster-shinano-jakarta-garden-city-cakung-j-170618052570/,"Cakung, Jakarta Timur",1800000000,Dijual Rumah cluster shinano jakarta garden city cakung jakarta timur  LT 90m LB 150 Dimensi 6x15 SHM 2 setengah lantai  kondisi rumah masih dalam renovasi.  KT 3 KT2 1 carport  nego  Hub: JRJB  Aifi - Brighton Victory Park View,3,2,150,90,0,2,0
Dijual Rumah Baru di Jakarta Garden City - Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-baru-di-jakarta-garden-city-jakarta-t-169693528031/,"Cakung, Jakarta Timur",2600000000,Dijual Rumah Jakarta Garden City - Cakung - Jakarta Timur uk 6x17m= 102m²  2 Lantai full renovasi Rumah dari baru belum pernah ditempati  SHGB PLN 2.200 Watt Lingkungan nyaman Keamanan 24 jam Strategis dekat dengan Aeon Mall dan Ikea,4,4,102,102,0,1,0
Rumah Asya Semayang Furnish luas126 cakung jakarta Garden City Jakarta,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-asya-semayang-furnish-luas126-cakung-jakarta-170722893327/,"Cakung, Jakarta Timur",4000000000,Dijual Rumah Asya Cluster Semayang Cakung Jakarta Garden City Jakarta Timur  Luas tanah : 98 m2 Luas bangunan : 115 m2 ( 2lantai ) Kamar Tidur : 3 + 1 Kamar Mandi : 3 + 1 Listrik : 3.500 watt Air : pam/tanah PAM Hadap : Selatan Carport : 2 Mobil SHM  Harga : 4M  Hubungi : Susy Bangun LJ Hooker JGC Boulevard/ll  rumahasya clustersemayangjgc rumahsemayangasya rumah4m jakartagardencity jgc,43,3,115,98,2,2,1
Dijual Rumah Siap Huni di Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-siap-huni-di-jakarta-garden-city-jaka-172204893022/,"Cakung, Jakarta Timur",3300000000,"Dijual Rumah Siap Huni di Jakarta Garden City Jakarta Timur  Luas Tanah : 170 m Dimensi : 10 x 17 Luas Bangunan : 200 m Jumlah Kamar Tidur : 4 + 1 Jumlah Kamar Mandi : 3 Jumlah Lantai : 2,5 PDAM Jumlah Garasi/carport : 2 Listrik : 5500 watt Jenis Sertifikat : SHM  Harga : 3,3 M (Nego) Dekat Tol Jor Dekat Dengan Aeon Mall JGC Dekat Kelapa Gading Dekat Dengan Bekasi -TTS-",4,3,200,170,2,2,1
Rumah Siap Huni di Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-siap-huni-di-jakarta-garden-city-jakarta-tim-172204625820/,"Cakung, Jakarta Timur",3300000000,"Dijual Rumah Siap Huni di Jakarta Garden City Jakarta Timur  Luas Tanah : 170 m Dimensi : 10 x 17 Luas Bangunan : 200 m Jumlah Kamar Tidur : 4 + 1 Jumlah Kamar Mandi : 3 Jumlah Lantai : 2,5 PDAM Jumlah Garasi/carport : 2 Listrik : 5500 watt Jenis Sertifikat : SHM  Harga : 3,3 M (Nego)  Dekat Tol Jor Dekat Dengan Aeon Mall JGC Dekat Kelapa Gading Dekat Dengan Bekasi  TTS",4,3,200,170,2,2,1
Dijual Rumah Cluster North Thames  Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-cluster-north-thames-jakarta-garden-c-17195487343/,"Cakung, Jakarta Timur",3100000000,Dijual  Rumah Cluster North Thames  Jakarta Garden City Jakarta Timur.  2 Lantai  LT 170 M² (10x17M2) Lb 127 M² KT 4+1 KM 3+1  Carport utk 2 Mobil Air PAM Sertifikat SHM Daya Listrik 27000 W Hadap Selatan Non furnished  Harga 3.1M Nego  Jjo,5,4,127,170,0,1,0
Rumah Siap Huni di Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-siap-huni-di-jakarta-garden-city-jakarta-tim-172197843638/,"Cakung, Jakarta Timur",3300000000,"Dijual Rumah Siap Huni di Jakarta Garden City Jakarta Timur  Luas Tanah : 170 m Dimensi : 10 x 17 Luas Bangunan : 200 m Jumlah Kamar Tidur : 4 + 1 Jumlah Kamar Mandi : 3 Jumlah Lantai : 2,5 PDAM Jumlah Garasi/carport : 2 Listrik : 5500 watt Jenis Sertifikat : SHM  Harga : 3,3 M (Nego)  Dekat Tol Jor Dekat Dengan Aeon Mall JGC Dekat Kelapa Gading Dekat Dengan Bekasi  TTS",4,3,200,170,2,2,1
Vastu Cluster Premium dan Luxurious di Jakarta Garden City Jakarta,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/vastu-cluster-premium-dan-luxurious-di-jakarta-gar-171288415887/,"Cakung, Jakarta Timur",3300000000,"Vastu Cluster Premium Terbaru dan Luxurious di Jakarta Garden City Jakarta Timur  Available Type : 7 × 15 m, 2 lantai 7 × 15 m, 3 lantai 9 × 15m, 3 lantai Kavling siap bangun  Promo Pra Launching : Diskon 2% Diskon/Subsidi DP 10% Diskon/Subsidi Biaya KPR 4%  Fasilitas : Aeon Mall, Ikea, Pasar Modern, Global School, Mcd, Pizza Hut, Mie Gacoan, Sambal Bakar, Alfamidi, dll Akses 300 meter dari exit toll Cakung Timur, Toll Road Pulo Gebang - Sunter",7,3,105,140,1,1,0
"Rumah murah cluster Ragunan, Ampera Jakarta Selatan, DKI Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-murah-cluster-ragunan-ampera-jakarta-selatan-169693027921/,"Ampera, Jakarta Selatan",2850000000,"RM 00169 Rumah murah dalam Cluster Ragunan, Jakarta Selatan Spesifikasi: LT: 134 M LB: 130 M SHM + IMB 2 Lantai KT: 3 + 1 KM: 3 + 1 Carport: 2 Listrik: 5,500 Watt Hadap: Utara Bangunan: 2016 Harga: 2,75 M.",3,3,130,134,1,2,1
Rumah di Cluster Lantana Jakarta Garden City Cakung Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-di-cluster-lantana-jakarta-garden-city-cakun-171204736930/,"Cakung, Jakarta Timur",4000000000,"Rumah di Cluster Lantana Jakarta Garden City Cakung Jakarta TimurLT : 198 (12 x 16,5)LB : 254 2 LantaiKT : 3 + 1 KT ArtKM : 3 + 1 KM ArtListrik : 4400 wattAir : PamGarasi : 1 mobilCarpot : 3 mobilHadap : SelatanSertifikat : SHMSemi Furnish.berikut listrik panel surya dan kelengkapannya, jadi lebih hemat listrik.toren air 2x500 liter.kolam ikan.ada pintu dan taman belakang rumah.joging trak di belakang rumahHarga Jual : 4 M negoJ.",4,4,254,198,0,1,0
"Dijual Rumah Bagus di Shinano Jakarta Garden City, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-bagus-di-shinano-jakarta-garden-city-171946385424/,"Cakung, Jakarta Timur",1550000000,"Dijual butuh cepat rumah di Shinano Jakarta Garden City - Jakarta Timur  Lt.5x15=75m2 Lb.100m2 2 lantai Kt.2 Km.2 Pln 3.500w PAM PPJB AC 3unit,semi furnished,bagian belakang sdh ditutup rapi menjadi dapur. Harga 1,550 M nego  OL JJo HAM3",2,2,100,75,0,1,0
"Dijual rumah di cluster shinano, Jakarta garden city, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-cluster-shinano-jakarta-garden-cit-17223306100/,"Cakung, Jakarta Timur",2850000000,"Dijual rumah di cluster shinano, Jakarta garden city, Jakarta Timus  LT 130 LB 200 KT 3 KM 2 Storage room 1 Study room/ office  Listrik 2200 Hadap Barat PPJB Full furnished  Harga 2.85 M nepis henyan M1",3,2,200,130,0,1,0
Dijual rumah di Jakarta Garden City cluster alamanda Jakarta Timur.,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-jakarta-garden-city-cluster-alaman-170876355652/,"Cakung, Jakarta Timur",3100000000,"Dijual rumah di Jakarta Garden City cluster alamanda Jakarta Timur  Tanah 209  Bangunan 213 Barat Listrik 5500 watt 1 kamar Utama kamar mandi di dalam, 1 kamar anak 1 kamar PRT 1 KM dibawah 2 KM diatas SHM  Harga 3.1 M nego Henyan  Bonus : 1. 5 AC terpasang 2. Lemari tanam ( kamar utama ) 3. Meja makan 4. Sofa Ruang Tamu 2 set 5. Kitcen set 6. Kompor Tanam Rinnai & cooker hood modena 7. Jemuran Tempel 8. Pemanas Tenaga matahari 9. Gazebo 10. Kipas angin lampu (2)",3,3,213,209,0,1,0
"Jual Rumah di Jakarta Garden City Cluster Mississippi, Cakung, Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/jual-rumah-di-jakarta-garden-city-cluster-mississi-171627823514/,"Cakung, Jakarta Timur",1975000000,"Dijual rumah di jakarta garden city cluster Mississippi  Lt 90 Lb 75 Kt 3+1 Km 2+1 Hadap selatan (KOLAM RENANG) Listrik 4400 Sertifikat SHM lnrgphi Harga 1,975M",3,2,75,90,2,2,1
Rumah murah daerah Jakarta garden city Cakung Jakarta timur,https://www.lamudi.co.id/jual/jawa-barat/bekasi/rumah-murah-daerah-jakarta-garden-city-cakung-jaka-169062305091/,"Bekasi Barat, Bekasi",2150000000,Di jual rumah brand new baru 2 lantai lebar 8x15 di cluster thames jakarta garden cityLuas 120Lb 90Kt 3+1Km3+1Listrik 2200wPamHgbCarport 2Fasilitas cluster kolam. RenangHadap selatan2.150,4,4,90,120,0,1,0
Rumah murah daerah Jakarta garden city Cakung Jakarta timur,https://www.lamudi.co.id/jual/jawa-barat/bekasi/rumah-murah-daerah-jakarta-garden-city-cakung-jaka-169062304170/,"Bekasi Barat, Bekasi",1850000000,Dijual Rumah Full Renovasi di Jakarta Garden CityLT : 90LB : 108 KT : 5KM : 4Lantai : 2 Hadap : Selatan Air : PAM Listrik : 4.400 wattSHM Carport : 2 mobil Harga : 1.850 MAdl,5,4,108,90,0,1,0
Jual Cepat Rumah Jakarta Garden City Jakarta Timut,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/jual-cepat-rumah-jakarta-garden-city-jakarta-timut-171031532736/,"Cakung, Jakarta Timur",2100000000,Jual cepat rumah JGC cakung Jakarta timur Kt.3+1 Km.2+1 Listrik 2200 Air jet pump Listrik 2200 2 Lantai Hadap selatan Akses/Fasilitas Jalan lebar 2 mobil Keamanan 24 jam Aeon Mall IkEA Tol Jor exit Cakung TOL Klapa Gading.,4,3,130,102,0,1,0
"Rumah harga murah di Komplek Walikota Jakarta Utara, Jakarta Utara",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-harga-murah-di-komplek-walikota-jakarta-utar-171810407061/,"Kelapa Gading, Jakarta Utara",2300000000,Rumah murah di komplek Walikota kelapa gading jakarta utaraLuas tanah 90 m2Luas bangunan 124 m2Kamar tidur 3+1Kamar mandi 2+1Garasi 1Hadap utaraHubungi : Lily Sia,3,2,124,90,0,2,1
Rumah baru di Jakarta Garden City - Cakung - Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-baru-di-jakarta-garden-city-cakung-jakarta-t-172172309527/,"Cakung, Jakarta Timur",1650000000,"Dijual rumah baru di Cluster Shinano JGC - Cakung - Jakarta Timur  Lt.6x1590m2 Lb.50m2 Type Mezanine Kt.4+1 Km.1+1 Pln 2.200w Pam Gordyn belakang sudah diploor. HGB Harga 1,650M nego  OLM2",5,2,50,90,0,1,0
Rumah pulomas jakarta,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-pulomas-jakarta-171099336322/,"Pulo Gadung, Jakarta Timur",25000000000,23. Dijual rumah pulomas jakarta,5,4,900,1000,2,1,0
